resource,method,position,source,target,ligand_complex,receptor_complex,score
cellphonedb,SingleCellSignalR magnitude,57,Plasmacytoid DC,Dendritic cell,MIF,CD74,0.95556176
cellphonedb,SingleCellSignalR magnitude,58,Pre-B large,T proliferating,MIF,CD74,0.9555494
cellphonedb,SingleCellSignalR magnitude,59,NK,Dendritic cell,MIF,CD74,0.9554663
cellphonedb,SingleCellSignalR magnitude,60,Plasmacytoid DC,B naive,MIF,CD74,0.9554116
cellphonedb,SingleCellSignalR magnitude,61,Erythroid early,Monocyte non-classical,MIF,CD74,0.9553974
cellphonedb,SingleCellSignalR magnitude,62,NK,B naive,MIF,CD74,0.9553158
cellphonedb,SingleCellSignalR magnitude,63,Dendritic cell,T proliferating,MIF,CD74,0.9550899
cellphonedb,SingleCellSignalR magnitude,64,Plasmacytoid DC,Plasmacytoid DC,MIF,CD74,0.955086
cellphonedb,SingleCellSignalR magnitude,65,NK,Plasmacytoid DC,MIF,CD74,0.9549895
cellphonedb,SingleCellSignalR magnitude,66,T proliferating,HSPC,MIF,CD74,0.9549574
cellphonedb,SingleCellSignalR magnitude,67,HSPC,Monocyte classical,MIF,CD74,0.95467883
cellphonedb,SingleCellSignalR magnitude,68,Granulocyte precursor,Dendritic cell,TNFSF13B,HLA-DPB1,0.9541481
cellphonedb,SingleCellSignalR magnitude,69,CD8 T memory,Dendritic cell,MIF,CD74,0.9538233
cellphonedb,SingleCellSignalR magnitude,70,Erythroid late,Dendritic cell,MIF,CD74,0.9536718
cellphonedb,SingleCellSignalR magnitude,71,CD8 T memory,B naive,MIF,CD74,0.95366764
cellphonedb,SingleCellSignalR magnitude,72,Erythroid late,B naive,MIF,CD74,0.95351565
cellphonedb,SingleCellSignalR magnitude,73,T activated,Dendritic cell,MIF,CD74,0.9534615
cellphonedb,SingleCellSignalR magnitude,74,Plasmacytoid DC,CD8 T memory,APP,CD74,0.953367
cellphonedb,SingleCellSignalR magnitude,75,B naive,Monocyte non-classical,RPS19,C5AR1,0.95333284
cellphonedb,SingleCellSignalR magnitude,76,CD8 T memory,Plasmacytoid DC,MIF,CD74,0.95332986
cellphonedb,SingleCellSignalR magnitude,77,Plasmacytoid DC,Pre-B small,MIF,CD74,0.95332736
cellphonedb,SingleCellSignalR magnitude,78,Pre-B large,HSPC,MIF,CD74,0.9533155
cellphonedb,SingleCellSignalR magnitude,79,T activated,B naive,MIF,CD74,0.95330465
cellphonedb,SingleCellSignalR magnitude,80,Monocyte non-classical,Dendritic cell,MIF,CD74,0.9532713
cellphonedb,SingleCellSignalR magnitude,81,NK,Pre-B small,MIF,CD74,0.9532273
cellphonedb,SingleCellSignalR magnitude,82,Erythroid late,Plasmacytoid DC,MIF,CD74,0.9531768
cellphonedb,SingleCellSignalR magnitude,83,CD4 T naive,Monocyte non-classical,RPS19,C5AR1,0.95315444
cellphonedb,SingleCellSignalR magnitude,84,Monocyte non-classical,B naive,MIF,CD74,0.95311385
cellphonedb,SingleCellSignalR magnitude,85,Erythroid early,T proliferating,MIF,CD74,0.9530593
cellphonedb,SingleCellSignalR magnitude,86,CD4 T memory,Monocyte non-classical,RPS19,C5AR1,0.95303726
cellphonedb,SingleCellSignalR magnitude,87,T activated,Plasmacytoid DC,MIF,CD74,0.95296437
cellphonedb,SingleCellSignalR magnitude,88,T activated,Monocyte non-classical,RPS19,C5AR1,0.95292187
cellphonedb,SingleCellSignalR magnitude,89,Dendritic cell,HSPC,MIF,CD74,0.952834
cellphonedb,SingleCellSignalR magnitude,90,Monocyte non-classical,Plasmacytoid DC,MIF,CD74,0.9527722
cellphonedb,SingleCellSignalR magnitude,91,Granulocyte precursor,Monocyte classical,MIF,CD74,0.9527238
cellphonedb,SingleCellSignalR magnitude,92,CD8 T cytotoxic,Dendritic cell,MIF,CD74,0.9527031
cellphonedb,SingleCellSignalR magnitude,93,Granulocyte precursor,Monocyte non-classical,RPS19,C5AR1,0.95256686
cellphonedb,SingleCellSignalR magnitude,94,HSPC,Monocyte non-classical,RPS19,C5AR1,0.9525641
cellphonedb,SingleCellSignalR magnitude,95,CD8 T cytotoxic,B naive,MIF,CD74,0.95254385
cellphonedb,SingleCellSignalR magnitude,96,HSPC,Granulocyte precursor,MIF,CD74,0.952391
cellphonedb,SingleCellSignalR magnitude,97,Monocyte classical,B naive,TNFSF13B,HLA-DPB1,0.95236003
cellphonedb,SingleCellSignalR magnitude,98,CD4 T memory,Pre-B large,MIF,CD74,0.95221287
cellphonedb,SingleCellSignalR magnitude,99,CD8 T cytotoxic,Plasmacytoid DC,MIF,CD74,0.9521983
cellphonedb,SingleCellSignalR magnitude,100,CD8 T cytotoxic,Monocyte non-classical,RPS19,C5AR1,0.95205534
cellphonedb,Merged magnitude,1,Plasmacytoid DC,Dendritic cell,APP,CD74,-7.225320754734993e-07
cellphonedb,Merged magnitude,2,Plasmacytoid DC,B naive,APP,CD74,-2.8895822219191e-06
cellphonedb,Merged magnitude,3,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,-6.500331764336431e-06
cellphonedb,Merged magnitude,4,HSPC,Dendritic cell,MIF,CD74,-1.804965062864768e-05
cellphonedb,Merged magnitude,5,HSPC,B naive,MIF,CD74,-2.5986582896509145e-05
cellphonedb,Merged magnitude,6,HSPC,Plasmacytoid DC,MIF,CD74,-3.536393793124689e-05
cellphonedb,Merged magnitude,7,Granulocyte precursor,Dendritic cell,MIF,CD74,-4.618089187311536e-05
cellphonedb,Merged magnitude,8,Granulocyte precursor,B naive,MIF,CD74,-5.843663982049222e-05
cellphonedb,Merged magnitude,9,Plasmacytoid DC,Pre-B small,APP,CD74,-8.72611903120612e-05
cellphonedb,Merged magnitude,10,Granulocyte precursor,Plasmacytoid DC,MIF,CD74,-0.0001038283782993
cellphonedb,Merged magnitude,11,T proliferating,Dendritic cell,MIF,CD74,-0.0001038283782993
cellphonedb,Merged magnitude,12,T proliferating,B naive,MIF,CD74,-0.0001218310601304
cellphonedb,Merged magnitude,13,T proliferating,Plasmacytoid DC,MIF,CD74,-0.0001621396679151
cellphonedb,Merged magnitude,14,Pre-B large,Dendritic cell,MIF,CD74,-0.0002333484669121
cellphonedb,Merged magnitude,15,Pre-B large,B naive,MIF,CD74,-0.0002599469695214
cellphonedb,Merged magnitude,16,Dendritic cell,Dendritic cell,MIF,CD74,-0.0002879752900455
cellphonedb,Merged magnitude,17,Pre-B large,Plasmacytoid DC,MIF,CD74,-0.0003174325668286
cellphonedb,Merged magnitude,18,HSPC,Pre-B small,MIF,CD74,-0.0003806306584145
cellphonedb,Merged magnitude,19,Dendritic cell,B naive,MIF,CD74,-0.0003806306584145
cellphonedb,Merged magnitude,20,Dendritic cell,Plasmacytoid DC,MIF,CD74,-0.0004143698869038
cellphonedb,Merged magnitude,21,Granulocyte precursor,Pre-B small,MIF,CD74,-0.0004861245027885
cellphonedb,Merged magnitude,22,Erythroid early,Dendritic cell,MIF,CD74,-0.0005241383109009
cellphonedb,Merged magnitude,23,Erythroid early,B naive,MIF,CD74,-0.0005635753414264
cellphonedb,Merged magnitude,24,T proliferating,Pre-B small,MIF,CD74,-0.0005635753414264
cellphonedb,Merged magnitude,25,Erythroid early,Plasmacytoid DC,MIF,CD74,-0.0006467156519344
cellphonedb,Merged magnitude,26,Pre-B large,Pre-B small,MIF,CD74,-0.000982418208867
cellphonedb,Merged magnitude,27,CD4 T memory,Dendritic cell,MIF,CD74,-0.0010910808129813
cellphonedb,Merged magnitude,28,CD4 T memory,B naive,MIF,CD74,-0.0011475325201137
cellphonedb,Merged magnitude,29,Dendritic cell,Pre-B small,MIF,CD74,-0.001205396796446
cellphonedb,Merged magnitude,30,CD4 T memory,Plasmacytoid DC,MIF,CD74,-0.0012646730199992
cellphonedb,Merged magnitude,31,Platelet,T proliferating,PF4,CXCR3,-0.0020858047505991
cellphonedb,Merged magnitude,32,Erythroid early,Pre-B small,MIF,CD74,-0.0023226678276976
cellphonedb,Merged magnitude,33,Plasmacytoid DC,Dendritic cell,MIF,CD74,-0.0023226678276976
cellphonedb,Merged magnitude,34,NK,Dendritic cell,MIF,CD74,-0.0024875709635228
cellphonedb,Merged magnitude,35,Erythroid early,T proliferating,GDF11,ACVR2B_TGFBR1,-0.0025495749037226
cellphonedb,Merged magnitude,36,Plasmacytoid DC,B naive,MIF,CD74,-0.0025721184499299
cellphonedb,Merged magnitude,37,NK,B naive,MIF,CD74,-0.0027454017428357
cellphonedb,Merged magnitude,38,Plasmacytoid DC,Plasmacytoid DC,MIF,CD74,-0.0029242626697988
cellphonedb,Merged magnitude,39,NK,Plasmacytoid DC,MIF,CD74,-0.0030157829083878
cellphonedb,Merged magnitude,40,CD8 T memory,Dendritic cell,MIF,CD74,-0.003395777226784
cellphonedb,Merged magnitude,41,Erythroid late,Dendritic cell,MIF,CD74,-0.0034942497395715
cellphonedb,Merged magnitude,42,CD8 T memory,B naive,MIF,CD74,-0.0035941102480165
cellphonedb,Merged magnitude,43,Erythroid late,B naive,MIF,CD74,-0.0036953586030887
cellphonedb,Merged magnitude,44,T activated,Dendritic cell,MIF,CD74,-0.0037979926546073
cellphonedb,Merged magnitude,45,B naive,Monocyte non-classical,RPS19,C5AR1,-0.0040074165534288
cellphonedb,Merged magnitude,46,CD8 T memory,Plasmacytoid DC,MIF,CD74,-0.0041142047624974
cellphonedb,Merged magnitude,47,CD4 T memory,Pre-B small,MIF,CD74,-0.0044428653326739
cellphonedb,Merged magnitude,48,T activated,B naive,MIF,CD74,-0.0044428653326739
cellphonedb,Merged magnitude,49,Monocyte non-classical,Dendritic cell,MIF,CD74,-0.0045551809599078
cellphonedb,Merged magnitude,50,Erythroid late,Plasmacytoid DC,MIF,CD74,-0.0047839508086829
cellphonedb,Merged magnitude,51,CD4 T naive,Monocyte non-classical,RPS19,C5AR1,-0.0049004033919897
cellphonedb,Merged magnitude,52,Monocyte non-classical,B naive,MIF,CD74,-0.0050182341014743
cellphonedb,Merged magnitude,53,Erythroid early,T proliferating,IL7,IL2RG_IL7R,-0.0050977048798143
cellphonedb,Merged magnitude,54,CD4 T memory,Monocyte non-classical,RPS19,C5AR1,-0.0052580227453215
cellphonedb,Merged magnitude,55,T activated,Plasmacytoid DC,MIF,CD74,-0.0053799798114532
cellphonedb,Merged magnitude,56,T activated,Monocyte non-classical,RPS19,C5AR1,-0.0055033109482341
cellphonedb,Merged magnitude,57,Monocyte non-classical,Plasmacytoid DC,MIF,CD74,-0.005754092990522
cellphonedb,Merged magnitude,58,CD8 T cytotoxic,Dendritic cell,MIF,CD74,-0.006010360670774
cellphonedb,Merged magnitude,59,Granulocyte precursor,Monocyte non-classical,RPS19,C5AR1,-0.0061405498830454
cellphonedb,Merged magnitude,60,HSPC,Monocyte non-classical,RPS19,C5AR1,-0.0062721082512574
cellphonedb,Merged magnitude,61,CD8 T cytotoxic,B naive,MIF,CD74,-0.0064050358345532
cellphonedb,Merged magnitude,62,CD8 T cytotoxic,Plasmacytoid DC,MIF,CD74,-0.0069504096764993
cellphonedb,Merged magnitude,63,CD8 T cytotoxic,Monocyte non-classical,RPS19,C5AR1,-0.0070901657878592
cellphonedb,Merged magnitude,64,Monocyte non-classical,Monocyte non-classical,RPS19,C5AR1,-0.0072312862534319
cellphonedb,Merged magnitude,65,T proliferating,Erythroid early,TNF,SEMA4C,-0.0076443905993243
cellphonedb,Merged magnitude,66,CD4 T naive,Dendritic cell,MIF,CD74,-0.0076628172222205
cellphonedb,Merged magnitude,67,CD4 T naive,B naive,MIF,CD74,-0.0079573066281457
cellphonedb,Merged magnitude,68,CD4 T naive,Plasmacytoid DC,MIF,CD74,-0.0090307705677268
cellphonedb,Merged magnitude,69,Plasmacytoid DC,Pre-B small,MIF,CD74,-0.0090307705677268
cellphonedb,Merged magnitude,70,NK,Pre-B small,MIF,CD74,-0.0093496615203593
cellphonedb,Merged magnitude,71,CD8 T memory,Monocyte non-classical,RPS19,C5AR1,-0.0095111351750975
cellphonedb,Merged magnitude,72,Plasmacytoid DC,Pre-B large,APP,CD74,-0.0100036526817388
cellphonedb,Merged magnitude,73,HSPC,T proliferating,GDF11,ACVR2B_TGFBR1,-0.0101896316873447
cellphonedb,Merged magnitude,74,CD8 T memory,Pre-B small,MIF,CD74,-0.0105083009713413
cellphonedb,Merged magnitude,75,Erythroid late,Pre-B small,MIF,CD74,-0.0108514608088563
cellphonedb,Merged magnitude,76,Plasmacytoid DC,Monocyte non-classical,RPS19,C5AR1,-0.0111999956994735
cellphonedb,Merged magnitude,77,T activated,Pre-B small,MIF,CD74,-0.0113762779050569
cellphonedb,Merged magnitude,78,Monocyte non-classical,Pre-B small,MIF,CD74,-0.0117328631061926
cellphonedb,Merged magnitude,79,Monocyte classical,Dendritic cell,MIF,CD74,-0.0126477571836957
cellphonedb,Merged magnitude,80,CD8 T cytotoxic,Pre-B small,MIF,CD74,-0.0126477571836957
cellphonedb,Merged magnitude,81,Erythroid early,Erythroid early,TNFSF13B,HLA-DPB1,-0.0127334295990962
cellphonedb,Merged magnitude,82,B naive,Dendritic cell,MIF,CD74,-0.0128347445222721
cellphonedb,Merged magnitude,83,Monocyte classical,B naive,MIF,CD74,-0.013023069080857
cellphonedb,Merged magnitude,84,T proliferating,Monocyte non-classical,RPS19,C5AR1,-0.0132127250887311
cellphonedb,Merged magnitude,85,B naive,B naive,MIF,CD74,-0.0132127250887311
cellphonedb,Merged magnitude,86,Monocyte classical,Plasmacytoid DC,MIF,CD74,-0.0134037167134526
cellphonedb,Merged magnitude,87,B naive,Plasmacytoid DC,MIF,CD74,-0.0135960406513135
cellphonedb,Merged magnitude,88,Pre-B small,Monocyte non-classical,RPS19,C5AR1,-0.0137896935285451
cellphonedb,Merged magnitude,89,Platelet,Plasmacytoid DC,PF4,CXCR3,-0.0137896935285451
cellphonedb,Merged magnitude,90,CD4 T naive,Pre-B small,MIF,CD74,-0.0139846796177964
cellphonedb,Merged magnitude,91,Erythroid late,Monocyte non-classical,RPS19,C5AR1,-0.0147779090570318
cellphonedb,Merged magnitude,92,Plasmacytoid DC,Monocyte non-classical,APP,CD74,-0.0149795361988314
cellphonedb,Merged magnitude,93,T proliferating,Erythroid early,GRN,TNFRSF1A,-0.0152757842211602
cellphonedb,Merged magnitude,94,Dendritic cell,Monocyte non-classical,RPS19,C5AR1,-0.01600753643391
cellphonedb,Merged magnitude,95,Erythroid early,Monocyte non-classical,RPS19,C5AR1,-0.0166402006958441
cellphonedb,Merged magnitude,96,Platelet,Dendritic cell,MIF,CD74,-0.01706857793298
cellphonedb,Merged magnitude,97,Platelet,B naive,MIF,CD74,-0.0172847404638662
cellphonedb,Merged magnitude,98,Monocyte classical,Pre-B small,MIF,CD74,-0.0175022225775989
cellphonedb,Merged magnitude,99,Dendritic cell,Erythroid early,TNFSF10,RIPK1,-0.0178166959630969
cellphonedb,Merged magnitude,100,HSPC,Pre-B large,MIF,CD74,-0.0179411308752536
cellphonedb,CellPhoneDB specificity,1,B naive,B naive,FAM3C,CLEC2D,-0.0
cellphonedb,CellPhoneDB specificity,2,Plasmacytoid DC,Dendritic cell,APP,CD74,-0.0
cellphonedb,CellPhoneDB specificity,3,Plasmacytoid DC,B naive,APP,CD74,-0.0
cellphonedb,CellPhoneDB specificity,4,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,-0.0
cellphonedb,CellPhoneDB specificity,5,HSPC,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,6,HSPC,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,7,HSPC,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,8,Granulocyte precursor,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,9,Granulocyte precursor,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,10,B naive,Erythroid early,LGALS9,SLC1A5,-0.0
cellphonedb,CellPhoneDB specificity,11,B naive,Granulocyte precursor,FAM3C,LAMP1,-0.0
cellphonedb,CellPhoneDB specificity,12,T proliferating,T activated,SIRPG,CD47,-0.0
cellphonedb,CellPhoneDB specificity,13,B naive,HSPC,FAM3C,LAMP1,-0.0
cellphonedb,CellPhoneDB specificity,14,B naive,HSPC,SELL,SELPLG,-0.0
cellphonedb,CellPhoneDB specificity,15,Erythroid late,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,16,CD8 T memory,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,17,NK,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,18,Plasmacytoid DC,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,19,NK,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,20,Plasmacytoid DC,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,21,NK,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,22,Plasmacytoid DC,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,23,Erythroid early,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,24,Platelet,T proliferating,PF4,CXCR3,-0.0
cellphonedb,CellPhoneDB specificity,25,CD4 T memory,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,26,Dendritic cell,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,27,CD4 T memory,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,28,CD4 T memory,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,29,Pre-B large,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,30,Monocyte non-classical,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,31,T activated,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,32,T activated,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,33,CD4 T memory,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,34,Monocyte non-classical,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,35,CD4 T naive,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,36,Erythroid late,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,37,Monocyte non-classical,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,38,T activated,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,39,CD4 T memory,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,40,CD8 T memory,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,41,B naive,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,42,T activated,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,43,Erythroid late,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,44,CD8 T memory,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,45,Plasmacytoid DC,Pre-B large,APP,CD74,-0.0
cellphonedb,CellPhoneDB specificity,46,CD8 T memory,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,47,NK,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,48,Plasmacytoid DC,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,49,CD4 T naive,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,50,CD4 T naive,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,51,CD4 T naive,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,52,Monocyte non-classical,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,53,CD8 T cytotoxic,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,54,CD8 T cytotoxic,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,55,CD8 T cytotoxic,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,56,HSPC,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,57,Granulocyte precursor,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,58,CD8 T cytotoxic,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,59,Platelet,Plasmacytoid DC,PF4,CXCR3,-0.0
cellphonedb,CellPhoneDB specificity,60,Pre-B small,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,61,B naive,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,62,Monocyte classical,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,63,B naive,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,64,T proliferating,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,65,Monocyte classical,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,66,B naive,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,67,CD8 T cytotoxic,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,68,Monocyte classical,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,69,Monocyte non-classical,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,70,T activated,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,71,Plasmacytoid DC,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,72,Erythroid late,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,73,CD8 T memory,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,74,B naive,Monocyte classical,FAM3C,LAMP1,-0.0
cellphonedb,CellPhoneDB specificity,75,B naive,Monocyte classical,HLA-F,LILRB2,-0.0
cellphonedb,CellPhoneDB specificity,76,B naive,Monocyte non-classical,FAM3C,LAMP1,-0.0
cellphonedb,CellPhoneDB specificity,77,B naive,Monocyte non-classical,LGALS9,CD47,-0.0
cellphonedb,CellPhoneDB specificity,78,B naive,Monocyte non-classical,LGALS9,LRP1,-0.0
cellphonedb,CellPhoneDB specificity,79,B naive,NK,FAM3C,LAMP1,-0.0
cellphonedb,CellPhoneDB specificity,80,B naive,Plasmacytoid DC,FAM3C,LAMP1,-0.0
cellphonedb,CellPhoneDB specificity,81,B naive,Platelet,CD24,SELP,-0.0
cellphonedb,CellPhoneDB specificity,82,B naive,Pre-B large,FAM3C,LAMP1,-0.0
cellphonedb,CellPhoneDB specificity,83,B naive,Monocyte classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,84,Platelet,Plasmacytoid DC,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,85,B naive,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,86,HSPC,Pre-B large,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,87,Dendritic cell,Erythroid early,TNFSF10,RIPK1,-0.0
cellphonedb,CellPhoneDB specificity,88,Monocyte classical,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,89,Platelet,B naive,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,90,Platelet,Dendritic cell,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,91,Erythroid early,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,92,Dendritic cell,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,93,Plasmacytoid DC,Monocyte non-classical,APP,CD74,-0.0
cellphonedb,CellPhoneDB specificity,94,Erythroid late,Monocyte non-classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,95,CD4 T naive,Pre-B small,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,96,CD8 T cytotoxic,Monocyte classical,RPS19,C5AR1,-0.0
cellphonedb,CellPhoneDB specificity,97,Granulocyte precursor,Monocyte non-classical,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,98,Pre-B large,Pre-B large,MIF,CD74,-0.0
cellphonedb,CellPhoneDB specificity,99,Plasmacytoid DC,T proliferating,APP,CD74,-0.0
cellphonedb,CellPhoneDB specificity,100,T proliferating,Pre-B large,MIF,CD74,-0.0
cellphonedb,NATMI specificity,1,Platelet,Dendritic cell,PROS1,AXL,0.6087818
cellphonedb,NATMI specificity,2,Platelet,Erythroid early,PF4,ACKR1,0.5389686
cellphonedb,NATMI specificity,3,Dendritic cell,Plasmacytoid DC,EFNB1,EPHB1,0.48147058
cellphonedb,NATMI specificity,4,Platelet,CD4 T memory,TNFSF4,TNFRSF4,0.4290966
cellphonedb,NATMI specificity,5,Pre-B large,Platelet,CD24,SELP,0.41365924
cellphonedb,NATMI specificity,6,T proliferating,Plasmacytoid DC,CD70,TNFRSF17,0.3916849
cellphonedb,NATMI specificity,7,Plasmacytoid DC,Dendritic cell,GAS6,AXL,0.37607816
cellphonedb,NATMI specificity,8,Monocyte classical,Platelet,THBS1,ITGA2B_ITGB3,0.36567593
cellphonedb,NATMI specificity,9,Pre-B small,Platelet,CD24,SELP,0.35931635
cellphonedb,NATMI specificity,10,Platelet,T proliferating,PF4,CXCR3,0.33457825
cellphonedb,NATMI specificity,11,Erythroid early,Monocyte non-classical,ERFE,LRP1,0.30482566
cellphonedb,NATMI specificity,12,B naive,Monocyte non-classical,FCER2,ITGAX_ITGB2,0.28088117
cellphonedb,NATMI specificity,13,Dendritic cell,Erythroid early,EFNB1,EPHB4,0.28082708
cellphonedb,NATMI specificity,14,Monocyte classical,Erythroid early,CXCL8,ACKR1,0.2786621
cellphonedb,NATMI specificity,15,Erythroid early,Monocyte classical,ERFE,LRP1,0.27630085
cellphonedb,NATMI specificity,16,CD4 T memory,Platelet,CD40LG,ITGA2B_ITGB3,0.2704328
cellphonedb,NATMI specificity,17,B naive,Monocyte classical,FCER2,ITGAM_ITGB2,0.2692989
cellphonedb,NATMI specificity,18,Platelet,Monocyte classical,GP1BA,ITGAM_ITGB2,0.26574746
cellphonedb,NATMI specificity,19,Platelet,Plasmacytoid DC,PF4,CXCR3,0.22504991
cellphonedb,NATMI specificity,20,Erythroid early,Dendritic cell,IL15RA,AXL,0.21807908
cellphonedb,NATMI specificity,21,Dendritic cell,Monocyte non-classical,CD1D,LILRB2,0.20893484
cellphonedb,NATMI specificity,22,Platelet,Platelet,THBS1,ITGA2B_ITGB3,0.206325
cellphonedb,NATMI specificity,23,B naive,Dendritic cell,FCER2,ITGAX_ITGB2,0.20342667
cellphonedb,NATMI specificity,24,Erythroid early,Monocyte non-classical,CSF1,CSF1R,0.19003062
cellphonedb,NATMI specificity,25,Erythroid early,CD8 T cytotoxic,CDH1,KLRG1,0.1749516
cellphonedb,NATMI specificity,26,Platelet,Plasmacytoid DC,SELP,SELPLG,0.17090164
cellphonedb,NATMI specificity,27,Monocyte non-classical,Erythroid early,CXCL8,ACKR1,0.17081141
cellphonedb,NATMI specificity,28,Monocyte classical,B naive,TNFSF13B,TNFRSF13C,0.16803259
cellphonedb,NATMI specificity,29,NK,T proliferating,CCL4,CCR5,0.16373421
cellphonedb,NATMI specificity,30,Erythroid early,CD8 T memory,CDH1,KLRG1,0.16213585
