gene,bin,scaled,lineage
SCAMP5,32,2.860722,Plasmacytoid DC
SCAMP5,33,-0.3966126,Plasmacytoid DC
SCAMP5,34,0.68082154,Plasmacytoid DC
SCAMP5,35,1.0796489,Plasmacytoid DC
SCAMP5,36,-0.3467368,Plasmacytoid DC
SCAMP5,37,-1.1965885,Plasmacytoid DC
SCAMP5,38,0.7397923,Plasmacytoid DC
SCAMP5,39,0.40386122,Plasmacytoid DC
SCT,0,-0.4154825,Plasmacytoid DC
SCT,1,0.22720355,Plasmacytoid DC
SCT,2,-0.62613815,Plasmacytoid DC
SCT,3,1.6121546,Plasmacytoid DC
SCT,4,-1.338806,Plasmacytoid DC
SCT,5,-0.1469169,Plasmacytoid DC
SCT,6,-0.17410426,Plasmacytoid DC
SCT,7,1.659556,Plasmacytoid DC
SCT,8,-1.4067324,Plasmacytoid DC
SCT,9,-0.4261825,Plasmacytoid DC
SCT,10,-2.4849143,Plasmacytoid DC
SCT,11,-1.1451975,Plasmacytoid DC
SCT,12,-0.3688513,Plasmacytoid DC
SCT,13,-1.7238127,Plasmacytoid DC
SCT,14,-0.8183794,Plasmacytoid DC
SCT,15,0.33074993,Plasmacytoid DC
SCT,16,0.6491269,Plasmacytoid DC
SCT,17,0.32838923,Plasmacytoid DC
SCT,18,0.2858057,Plasmacytoid DC
SCT,19,0.06902054,Plasmacytoid DC
SCT,20,-1.1014969,Plasmacytoid DC
SCT,21,-0.20936686,Plasmacytoid DC
SCT,22,0.2131139,Plasmacytoid DC
SCT,23,-0.15895768,Plasmacytoid DC
SCT,24,-0.7112454,Plasmacytoid DC
SCT,25,-0.29898167,Plasmacytoid DC
SCT,26,1.0421277,Plasmacytoid DC
SCT,27,-0.14331037,Plasmacytoid DC
SCT,28,0.97490674,Plasmacytoid DC
SCT,29,-0.4448732,Plasmacytoid DC
SCT,30,1.0193062,Plasmacytoid DC
SCT,31,0.51618254,Plasmacytoid DC
SCT,32,-1.3616507,Plasmacytoid DC
SCT,33,1.9444739,Plasmacytoid DC
SCT,34,0.16332996,Plasmacytoid DC
SCT,35,1.0709395,Plasmacytoid DC
SCT,36,-0.40116158,Plasmacytoid DC
SCT,37,0.58381736,Plasmacytoid DC
SCT,38,1.4202057,Plasmacytoid DC
SCT,39,1.7961657,Plasmacytoid DC
SMPD3,0,-1.5699265,Plasmacytoid DC
SMPD3,1,0.78920835,Plasmacytoid DC
SMPD3,2,-0.80701476,Plasmacytoid DC
SMPD3,3,-0.6380279,Plasmacytoid DC
SMPD3,4,-1.3433248,Plasmacytoid DC
SMPD3,5,-1.072254,Plasmacytoid DC
SMPD3,6,-1.5835754,Plasmacytoid DC
SMPD3,7,-0.67113715,Plasmacytoid DC
SMPD3,8,-0.75287235,Plasmacytoid DC
SMPD3,9,-1.6659076,Plasmacytoid DC
SMPD3,10,-0.14687441,Plasmacytoid DC
SMPD3,11,-1.0190375,Plasmacytoid DC
SMPD3,12,-0.25339663,Plasmacytoid DC
SMPD3,13,-0.5437825,Plasmacytoid DC
SMPD3,14,-0.47425607,Plasmacytoid DC
SMPD3,15,-0.10526139,Plasmacytoid DC
SMPD3,16,-0.28178903,Plasmacytoid DC
SMPD3,17,0.031087035,Plasmacytoid DC
SMPD3,18,0.27139026,Plasmacytoid DC
SMPD3,19,-0.40772077,Plasmacytoid DC
SMPD3,20,-0.83409286,Plasmacytoid DC
SMPD3,21,-0.804424,Plasmacytoid DC
SMPD3,22,-0.29834175,Plasmacytoid DC
SMPD3,23,1.2447526,Plasmacytoid DC
SMPD3,24,0.9039224,Plasmacytoid DC
SMPD3,25,-0.8939253,Plasmacytoid DC
SMPD3,26,1.6710224,Plasmacytoid DC
SMPD3,27,1.1234597,Plasmacytoid DC
SMPD3,28,0.36831176,Plasmacytoid DC
SMPD3,29,0.27499256,Plasmacytoid DC
SMPD3,30,0.3461472,Plasmacytoid DC
SMPD3,31,0.66110414,Plasmacytoid DC
SMPD3,32,-0.6953013,Plasmacytoid DC
SMPD3,33,2.0577927,Plasmacytoid DC
SMPD3,34,1.2726902,Plasmacytoid DC
SMPD3,35,0.031530038,Plasmacytoid DC
SMPD3,36,1.8245693,Plasmacytoid DC
SMPD3,37,1.4834625,Plasmacytoid DC
SMPD3,38,0.94275993,Plasmacytoid DC
SMPD3,39,1.5640543,Plasmacytoid DC
DERL3,0,-2.1918023,Plasmacytoid DC
DERL3,1,-0.25533623,Plasmacytoid DC
DERL3,2,-0.7646929,Plasmacytoid DC
DERL3,3,-1.3553478,Plasmacytoid DC
DERL3,4,-0.5486414,Plasmacytoid DC
DERL3,5,-0.78796387,Plasmacytoid DC
DERL3,6,-1.103757,Plasmacytoid DC
DERL3,7,-0.14554234,Plasmacytoid DC
DERL3,8,-1.5965682,Plasmacytoid DC
DERL3,9,-0.9266033,Plasmacytoid DC
DERL3,10,0.13291612,Plasmacytoid DC
DERL3,11,-1.2731717,Plasmacytoid DC
DERL3,12,-0.9703892,Plasmacytoid DC
DERL3,13,-1.0639807,Plasmacytoid DC
DERL3,14,-0.39099255,Plasmacytoid DC
DERL3,15,-0.45317787,Plasmacytoid DC
DERL3,16,0.6975987,Plasmacytoid DC
DERL3,17,0.66782224,Plasmacytoid DC
DERL3,18,0.48404714,Plasmacytoid DC
DERL3,19,-0.6710721,Plasmacytoid DC
DERL3,20,-0.32738447,Plasmacytoid DC
DERL3,21,0.6150855,Plasmacytoid DC
DERL3,22,0.12001092,Plasmacytoid DC
DERL3,23,-1.505261,Plasmacytoid DC
DERL3,24,0.23825291,Plasmacytoid DC
DERL3,25,0.29805052,Plasmacytoid DC
DERL3,26,0.88913995,Plasmacytoid DC
DERL3,27,-0.48760757,Plasmacytoid DC
DERL3,28,0.62115145,Plasmacytoid DC
DERL3,29,0.6246838,Plasmacytoid DC
DERL3,30,0.8691452,Plasmacytoid DC
DERL3,31,0.4938774,Plasmacytoid DC
DERL3,32,0.23151615,Plasmacytoid DC
DERL3,33,2.3221722,Plasmacytoid DC
DERL3,34,1.2960752,Plasmacytoid DC
DERL3,35,1.0376481,Plasmacytoid DC
DERL3,36,0.87559766,Plasmacytoid DC
DERL3,37,2.0480576,Plasmacytoid DC
DERL3,38,1.0106769,Plasmacytoid DC
DERL3,39,1.245762,Plasmacytoid DC
SERPINF1,0,-2.3823006,Plasmacytoid DC
SERPINF1,1,-1.9812908,Plasmacytoid DC
SERPINF1,2,-1.3925854,Plasmacytoid DC
SERPINF1,3,-1.9065715,Plasmacytoid DC
SERPINF1,4,-1.6657437,Plasmacytoid DC
SERPINF1,5,-0.17253052,Plasmacytoid DC
SERPINF1,6,-1.5018784,Plasmacytoid DC
SERPINF1,7,-0.10719112,Plasmacytoid DC
SERPINF1,8,-1.165658,Plasmacytoid DC
SERPINF1,9,-0.46630535,Plasmacytoid DC
SERPINF1,10,-0.40345854,Plasmacytoid DC
SERPINF1,11,-1.4310497,Plasmacytoid DC
SERPINF1,12,0.5105791,Plasmacytoid DC
SERPINF1,13,0.070272386,Plasmacytoid DC
SERPINF1,14,-0.6465571,Plasmacytoid DC
SERPINF1,15,0.7158729,Plasmacytoid DC
SERPINF1,16,-0.4847092,Plasmacytoid DC
SERPINF1,17,0.5986512,Plasmacytoid DC
SERPINF1,18,-0.003739808,Plasmacytoid DC
SERPINF1,19,-0.26249352,Plasmacytoid DC
SERPINF1,20,0.7010718,Plasmacytoid DC
SERPINF1,21,0.46973845,Plasmacytoid DC
SERPINF1,22,0.45990145,Plasmacytoid DC
SERPINF1,23,1.0325006,Plasmacytoid DC
SERPINF1,24,0.2516454,Plasmacytoid DC
SERPINF1,25,0.46247888,Plasmacytoid DC
SERPINF1,26,1.2395278,Plasmacytoid DC
SERPINF1,27,1.3159287,Plasmacytoid DC
SERPINF1,28,0.7255577,Plasmacytoid DC
SERPINF1,29,0.08744879,Plasmacytoid DC
SERPINF1,30,0.9913078,Plasmacytoid DC
SERPINF1,31,-0.033607233,Plasmacytoid DC
SERPINF1,32,0.7295649,Plasmacytoid DC
SERPINF1,33,0.9095824,Plasmacytoid DC
SERPINF1,34,1.5973792,Plasmacytoid DC
SERPINF1,35,0.18524407,Plasmacytoid DC
SERPINF1,36,0.43252522,Plasmacytoid DC
SERPINF1,37,1.5724372,Plasmacytoid DC
SERPINF1,38,0.46900874,Plasmacytoid DC
SERPINF1,39,0.4794663,Plasmacytoid DC
ITM2C,0,-0.9263324,Plasmacytoid DC
ITM2C,1,-1.6884664,Plasmacytoid DC
ITM2C,2,-0.96664476,Plasmacytoid DC
ITM2C,3,0.10742517,Plasmacytoid DC
ITM2C,4,1.1030407,Plasmacytoid DC
ITM2C,5,-0.4830146,Plasmacytoid DC
ITM2C,6,0.7141305,Plasmacytoid DC
ITM2C,7,-0.46975753,Plasmacytoid DC
ITM2C,8,-1.6603943,Plasmacytoid DC
ITM2C,9,-3.069257,Plasmacytoid DC
ITM2C,10,-0.39871538,Plasmacytoid DC
ITM2C,11,0.9544317,Plasmacytoid DC
ITM2C,12,-1.1497906,Plasmacytoid DC
ITM2C,13,-2.1337094,Plasmacytoid DC
ITM2C,14,-0.8045375,Plasmacytoid DC
ITM2C,15,-0.52369547,Plasmacytoid DC
ITM2C,16,0.009193388,Plasmacytoid DC
ITM2C,17,0.56622344,Plasmacytoid DC
ITM2C,18,-0.09954009,Plasmacytoid DC
ITM2C,19,0.54190695,Plasmacytoid DC
ITM2C,20,0.4676878,Plasmacytoid DC
ITM2C,21,0.3463869,Plasmacytoid DC
ITM2C,22,-0.22457774,Plasmacytoid DC
ITM2C,23,0.56782347,Plasmacytoid DC
ITM2C,24,0.014830708,Plasmacytoid DC
ITM2C,25,0.48368466,Plasmacytoid DC
ITM2C,26,0.17072302,Plasmacytoid DC
ITM2C,27,1.2274204,Plasmacytoid DC
ITM2C,28,-0.23120256,Plasmacytoid DC
ITM2C,29,1.2694448,Plasmacytoid DC
ITM2C,30,1.1244515,Plasmacytoid DC
ITM2C,31,-0.71977735,Plasmacytoid DC
ITM2C,32,0.46555102,Plasmacytoid DC
ITM2C,33,1.0336453,Plasmacytoid DC
ITM2C,34,1.5374337,Plasmacytoid DC
ITM2C,35,1.0709833,Plasmacytoid DC
ITM2C,36,0.31911132,Plasmacytoid DC
ITM2C,37,1.1043652,Plasmacytoid DC
ITM2C,38,0.61602396,Plasmacytoid DC
ITM2C,39,-0.26650062,Plasmacytoid DC
PLD4,0,-0.12071818,Plasmacytoid DC
PLD4,1,-2.0399032,Plasmacytoid DC
PLD4,2,-1.466381,Plasmacytoid DC
PLD4,3,0.58884376,Plasmacytoid DC
PLD4,4,0.01277781,Plasmacytoid DC
PLD4,5,-1.4681761,Plasmacytoid DC
PLD4,6,-0.9050337,Plasmacytoid DC
PLD4,7,-1.4692453,Plasmacytoid DC
PLD4,8,0.33183628,Plasmacytoid DC
PLD4,9,-1.5851343,Plasmacytoid DC
PLD4,10,-0.3402274,Plasmacytoid DC
PLD4,11,0.18167263,Plasmacytoid DC
PLD4,12,-1.052761,Plasmacytoid DC
PLD4,13,1.1518945,Plasmacytoid DC
PLD4,14,-0.89119,Plasmacytoid DC
PLD4,15,0.5124539,Plasmacytoid DC
PLD4,16,-0.82808954,Plasmacytoid DC
PLD4,17,-0.8387069,Plasmacytoid DC
PLD4,18,-1.1006049,Plasmacytoid DC
PLD4,19,-0.027122822,Plasmacytoid DC
PLD4,20,-0.68544006,Plasmacytoid DC
PLD4,21,0.062360305,Plasmacytoid DC
PLD4,22,-1.0194513,Plasmacytoid DC
PLD4,23,-0.15162858,Plasmacytoid DC
PLD4,24,0.80401725,Plasmacytoid DC
PLD4,25,0.65785635,Plasmacytoid DC
PLD4,26,1.0204068,Plasmacytoid DC
PLD4,27,0.14418076,Plasmacytoid DC
PLD4,28,0.3304714,Plasmacytoid DC
PLD4,29,1.0495031,Plasmacytoid DC
PLD4,30,-0.3636398,Plasmacytoid DC
PLD4,31,1.2945817,Plasmacytoid DC
PLD4,32,-0.59301984,Plasmacytoid DC
PLD4,33,1.0253164,Plasmacytoid DC
PLD4,34,0.53204834,Plasmacytoid DC
PLD4,35,1.9536374,Plasmacytoid DC
PLD4,36,1.6055266,Plasmacytoid DC
PLD4,37,1.2197796,Plasmacytoid DC
PLD4,38,1.3356265,Plasmacytoid DC
PLD4,39,1.1316915,Plasmacytoid DC
PTCRA,0,-1.4225736,Plasmacytoid DC
PTCRA,1,-1.3986946,Plasmacytoid DC
PTCRA,2,-2.1276326,Plasmacytoid DC
PTCRA,3,-1.4337878,Plasmacytoid DC
PTCRA,4,-1.299288,Plasmacytoid DC
PTCRA,5,-0.71929294,Plasmacytoid DC
PTCRA,6,-0.024188228,Plasmacytoid DC
PTCRA,7,-0.18194845,Plasmacytoid DC
PTCRA,8,-1.6463964,Plasmacytoid DC
PTCRA,9,-0.9847036,Plasmacytoid DC
PTCRA,10,-1.7310588,Plasmacytoid DC
PTCRA,11,-1.1087418,Plasmacytoid DC
PTCRA,12,0.720481,Plasmacytoid DC
PTCRA,13,-0.083533466,Plasmacytoid DC
PTCRA,14,-0.43126753,Plasmacytoid DC
PTCRA,15,1.0978391,Plasmacytoid DC
PTCRA,16,0.613995,Plasmacytoid DC
PTCRA,17,0.5061096,Plasmacytoid DC
PTCRA,18,-0.09539661,Plasmacytoid DC
PTCRA,19,0.557598,Plasmacytoid DC
PTCRA,20,0.43777356,Plasmacytoid DC
PTCRA,21,-0.24691868,Plasmacytoid DC
PTCRA,22,0.73628646,Plasmacytoid DC
PTCRA,23,1.1150258,Plasmacytoid DC
PTCRA,24,1.1339246,Plasmacytoid DC
PTCRA,25,0.20934938,Plasmacytoid DC
PTCRA,26,-0.28239468,Plasmacytoid DC
PTCRA,27,0.9616299,Plasmacytoid DC
PTCRA,28,0.45755643,Plasmacytoid DC
PTCRA,29,1.6478328,Plasmacytoid DC
PTCRA,30,1.6261805,Plasmacytoid DC
PTCRA,31,1.3745309,Plasmacytoid DC
PTCRA,32,-0.03052047,Plasmacytoid DC
PTCRA,33,-0.73675483,Plasmacytoid DC
PTCRA,34,0.5743423,Plasmacytoid DC
PTCRA,35,1.783975,Plasmacytoid DC
PTCRA,36,-0.1624085,Plasmacytoid DC
PTCRA,37,-0.21948385,Plasmacytoid DC
PTCRA,38,0.66131574,Plasmacytoid DC
PTCRA,39,0.1512223,Plasmacytoid DC
APP,0,0.56014013,Plasmacytoid DC
APP,1,-1.4170613,Plasmacytoid DC
APP,2,-2.1566248,Plasmacytoid DC
APP,3,-0.4069644,Plasmacytoid DC
APP,4,-1.8602278,Plasmacytoid DC
APP,5,0.5658898,Plasmacytoid DC
APP,6,0.5485473,Plasmacytoid DC
APP,7,-0.448367,Plasmacytoid DC
APP,8,0.13064168,Plasmacytoid DC
APP,9,-2.5976434,Plasmacytoid DC
APP,10,-0.2244099,Plasmacytoid DC
APP,11,-0.8226573,Plasmacytoid DC
APP,12,-0.8693507,Plasmacytoid DC
APP,13,-0.7261896,Plasmacytoid DC
APP,14,1.1534176,Plasmacytoid DC
APP,15,0.5157663,Plasmacytoid DC
APP,16,1.0598845,Plasmacytoid DC
APP,17,0.13237827,Plasmacytoid DC
APP,18,-0.39109364,Plasmacytoid DC
APP,19,-0.97940975,Plasmacytoid DC
APP,20,-0.5719523,Plasmacytoid DC
APP,21,0.41841447,Plasmacytoid DC
APP,22,-0.668078,Plasmacytoid DC
APP,23,0.47437865,Plasmacytoid DC
APP,24,0.3984734,Plasmacytoid DC
APP,25,-0.5091486,Plasmacytoid DC
APP,26,0.9546803,Plasmacytoid DC
APP,27,0.7099334,Plasmacytoid DC
APP,28,0.706603,Plasmacytoid DC
APP,29,-0.9297472,Plasmacytoid DC
APP,30,0.43729028,Plasmacytoid DC
APP,31,-0.11786669,Plasmacytoid DC
APP,32,0.5540075,Plasmacytoid DC
APP,33,1.935313,Plasmacytoid DC
APP,34,0.52481496,Plasmacytoid DC
APP,35,2.4361134,Plasmacytoid DC
APP,36,0.5365771,Plasmacytoid DC
APP,37,0.34961602,Plasmacytoid DC
APP,38,-0.2176196,Plasmacytoid DC
APP,39,0.81155074,Plasmacytoid DC
CLEC4C,0,-0.76877505,Plasmacytoid DC
CLEC4C,1,-1.4733937,Plasmacytoid DC
CLEC4C,2,-0.74731725,Plasmacytoid DC
CLEC4C,3,-0.7183347,Plasmacytoid DC
CLEC4C,4,-0.15476763,Plasmacytoid DC
CLEC4C,5,-1.056594,Plasmacytoid DC
CLEC4C,6,-0.74125785,Plasmacytoid DC
CLEC4C,7,-0.03898218,Plasmacytoid DC
CLEC4C,8,-0.23670807,Plasmacytoid DC
CLEC4C,9,-1.1105573,Plasmacytoid DC
CLEC4C,10,0.5571217,Plasmacytoid DC
CLEC4C,11,0.58715296,Plasmacytoid DC
CLEC4C,12,-1.4733937,Plasmacytoid DC
CLEC4C,13,1.4939286,Plasmacytoid DC
CLEC4C,14,-0.82897174,Plasmacytoid DC
CLEC4C,15,-1.4733937,Plasmacytoid DC
CLEC4C,16,-1.4733937,Plasmacytoid DC
CLEC4C,17,-0.6614772,Plasmacytoid DC
CLEC4C,18,-0.23451659,Plasmacytoid DC
CLEC4C,19,1.671917,Plasmacytoid DC
CLEC4C,20,-0.5503925,Plasmacytoid DC
CLEC4C,21,1.0172979,Plasmacytoid DC
CLEC4C,22,-0.8887604,Plasmacytoid DC
CLEC4C,23,-0.47053975,Plasmacytoid DC
CLEC4C,24,-0.24884029,Plasmacytoid DC
CLEC4C,25,-0.5908392,Plasmacytoid DC
CLEC4C,26,-0.42562124,Plasmacytoid DC
CLEC4C,27,0.012400267,Plasmacytoid DC
CLEC4C,28,0.3659261,Plasmacytoid DC
CLEC4C,29,-0.47822565,Plasmacytoid DC
CLEC4C,30,1.3396147,Plasmacytoid DC
CLEC4C,31,-0.20209727,Plasmacytoid DC
CLEC4C,32,0.6513181,Plasmacytoid DC
CLEC4C,33,1.214397,Plasmacytoid DC
CLEC4C,34,1.068923,Plasmacytoid DC
CLEC4C,35,0.9928077,Plasmacytoid DC
CLEC4C,36,2.1238194,Plasmacytoid DC
CLEC4C,37,1.6151048,Plasmacytoid DC
CLEC4C,38,0.53712845,Plasmacytoid DC
CLEC4C,39,1.7982929,Plasmacytoid DC
IRF7,0,-1.4747714,Plasmacytoid DC
IRF7,1,-1.2265729,Plasmacytoid DC
IRF7,2,-1.9019227,Plasmacytoid DC
IRF7,3,0.6328097,Plasmacytoid DC
IRF7,4,0.3432033,Plasmacytoid DC
IRF7,5,-1.4412233,Plasmacytoid DC
IRF7,6,-0.22909047,Plasmacytoid DC
IRF7,7,-0.23710813,Plasmacytoid DC
IRF7,8,-1.0014284,Plasmacytoid DC
IRF7,9,-1.8679847,Plasmacytoid DC
IRF7,10,-1.7086072,Plasmacytoid DC
IRF7,11,0.170608,Plasmacytoid DC
IRF7,12,-0.41242126,Plasmacytoid DC
IRF7,13,1.4341017,Plasmacytoid DC
IRF7,14,-0.4078983,Plasmacytoid DC
IRF7,15,-1.1666932,Plasmacytoid DC
IRF7,16,-0.99124426,Plasmacytoid DC
IRF7,17,-0.8311868,Plasmacytoid DC
IRF7,18,-0.18548696,Plasmacytoid DC
IRF7,19,-0.6516817,Plasmacytoid DC
IRF7,20,-0.31819025,Plasmacytoid DC
IRF7,21,1.1758449,Plasmacytoid DC
IRF7,22,-0.49096057,Plasmacytoid DC
IRF7,23,0.6475444,Plasmacytoid DC
IRF7,24,0.3290067,Plasmacytoid DC
IRF7,25,-0.2117904,Plasmacytoid DC
IRF7,26,0.95170254,Plasmacytoid DC
IRF7,27,-0.16696109,Plasmacytoid DC
IRF7,28,0.3500728,Plasmacytoid DC
IRF7,29,1.672659,Plasmacytoid DC
IRF7,30,1.1246299,Plasmacytoid DC
IRF7,31,0.84025675,Plasmacytoid DC
IRF7,32,1.2431296,Plasmacytoid DC
IRF7,33,0.19925645,Plasmacytoid DC
IRF7,34,0.37794796,Plasmacytoid DC
IRF7,35,1.0518594,Plasmacytoid DC
IRF7,36,1.8211576,Plasmacytoid DC
IRF7,37,0.921529,Plasmacytoid DC
IRF7,38,0.4928933,Plasmacytoid DC
IRF7,39,1.1430272,Plasmacytoid DC
PPP1R14B,0,-0.5792771,Plasmacytoid DC
PPP1R14B,1,-2.1592875,Plasmacytoid DC
PPP1R14B,2,-2.2932637,Plasmacytoid DC
PPP1R14B,3,-1.8355716,Plasmacytoid DC
PPP1R14B,4,0.031959243,Plasmacytoid DC
PPP1R14B,5,0.341206,Plasmacytoid DC
PPP1R14B,6,0.274449,Plasmacytoid DC
PPP1R14B,7,-0.0019159748,Plasmacytoid DC
PPP1R14B,8,-0.17306182,Plasmacytoid DC
PPP1R14B,9,-0.89515275,Plasmacytoid DC
PPP1R14B,10,-0.43147781,Plasmacytoid DC
PPP1R14B,11,0.20310448,Plasmacytoid DC
PPP1R14B,12,-0.65378785,Plasmacytoid DC
PPP1R14B,13,0.63713956,Plasmacytoid DC
PPP1R14B,14,0.44440785,Plasmacytoid DC
PPP1R14B,15,0.48204568,Plasmacytoid DC
PPP1R14B,16,-0.7384058,Plasmacytoid DC
PPP1R14B,17,-0.82678276,Plasmacytoid DC
PPP1R14B,18,-0.07486894,Plasmacytoid DC
PPP1R14B,19,-0.2577072,Plasmacytoid DC
PPP1R14B,20,1.052689,Plasmacytoid DC
PPP1R14B,21,0.49987888,Plasmacytoid DC
PPP1R14B,22,-0.21516442,Plasmacytoid DC
PPP1R14B,23,0.3639927,Plasmacytoid DC
PPP1R14B,24,1.6190059,Plasmacytoid DC
PPP1R14B,25,0.32725573,Plasmacytoid DC
PPP1R14B,26,1.1606032,Plasmacytoid DC
PPP1R14B,27,0.3987962,Plasmacytoid DC
PPP1R14B,28,-0.5287825,Plasmacytoid DC
PPP1R14B,29,0.95631504,Plasmacytoid DC
PPP1R14B,30,0.23664565,Plasmacytoid DC
PPP1R14B,31,1.6439935,Plasmacytoid DC
PPP1R14B,32,0.544965,Plasmacytoid DC
PPP1R14B,33,0.23197526,Plasmacytoid DC
PPP1R14B,34,0.1713403,Plasmacytoid DC
PPP1R14B,35,1.7110233,Plasmacytoid DC
PPP1R14B,36,-0.32396376,Plasmacytoid DC
PPP1R14B,37,1.8065134,Plasmacytoid DC
PPP1R14B,38,-2.3480551,Plasmacytoid DC
PPP1R14B,39,-0.8027753,Plasmacytoid DC
LILRB4,0,-1.8167926,Plasmacytoid DC
LILRB4,1,-0.04103077,Plasmacytoid DC
LILRB4,2,-1.3375738,Plasmacytoid DC
LILRB4,3,-1.3359382,Plasmacytoid DC
LILRB4,4,0.8034082,Plasmacytoid DC
LILRB4,5,-0.6925457,Plasmacytoid DC
LILRB4,6,-0.8939495,Plasmacytoid DC
LILRB4,7,1.5263685,Plasmacytoid DC
LILRB4,8,-0.18314388,Plasmacytoid DC
LILRB4,9,-0.97545964,Plasmacytoid DC
LILRB4,10,-0.21546751,Plasmacytoid DC
LILRB4,11,-0.6460446,Plasmacytoid DC
LILRB4,12,0.5151691,Plasmacytoid DC
LILRB4,13,-0.20307893,Plasmacytoid DC
LILRB4,14,1.010439,Plasmacytoid DC
LILRB4,15,-0.3656551,Plasmacytoid DC
LILRB4,16,-1.7042238,Plasmacytoid DC
LILRB4,17,-1.2592101,Plasmacytoid DC
LILRB4,18,-1.1869665,Plasmacytoid DC
LILRB4,19,-0.7871484,Plasmacytoid DC
LILRB4,20,-0.97538173,Plasmacytoid DC
LILRB4,21,-0.35374525,Plasmacytoid DC
LILRB4,22,-0.2012875,Plasmacytoid DC
LILRB4,23,0.38146815,Plasmacytoid DC
LILRB4,24,1.5737008,Plasmacytoid DC
LILRB4,25,-0.6484909,Plasmacytoid DC
LILRB4,26,-0.34938574,Plasmacytoid DC
LILRB4,27,0.6197334,Plasmacytoid DC
LILRB4,28,1.4977933,Plasmacytoid DC
LILRB4,29,-0.5997237,Plasmacytoid DC
LILRB4,30,0.032786775,Plasmacytoid DC
LILRB4,31,1.2284132,Plasmacytoid DC
LILRB4,32,0.56545126,Plasmacytoid DC
LILRB4,33,1.1906129,Plasmacytoid DC
LILRB4,34,1.3585067,Plasmacytoid DC
LILRB4,35,0.471527,Plasmacytoid DC
LILRB4,36,0.6287022,Plasmacytoid DC
LILRB4,37,2.1067145,Plasmacytoid DC
LILRB4,38,-0.1528116,Plasmacytoid DC
LILRB4,39,1.4142568,Plasmacytoid DC
IRF8,0,-1.0558553,Plasmacytoid DC
IRF8,1,-2.3717933,Plasmacytoid DC
IRF8,2,-2.2195308,Plasmacytoid DC
IRF8,3,-0.7747109,Plasmacytoid DC
IRF8,4,0.052311003,Plasmacytoid DC
IRF8,5,-0.77488357,Plasmacytoid DC
IRF8,6,-0.7004993,Plasmacytoid DC
IRF8,7,-1.0984055,Plasmacytoid DC
IRF8,8,-2.3607821,Plasmacytoid DC
IRF8,9,-0.8528041,Plasmacytoid DC
IRF8,10,0.6739803,Plasmacytoid DC
IRF8,11,0.026574276,Plasmacytoid DC
IRF8,12,0.42182025,Plasmacytoid DC
IRF8,13,-0.35288566,Plasmacytoid DC
IRF8,14,-0.10171437,Plasmacytoid DC
IRF8,15,-0.269921,Plasmacytoid DC
IRF8,16,0.3739767,Plasmacytoid DC
IRF8,17,-0.7550692,Plasmacytoid DC
IRF8,18,0.26298848,Plasmacytoid DC
IRF8,19,-0.5964174,Plasmacytoid DC
IRF8,20,-1.0062364,Plasmacytoid DC
IRF8,21,-0.5848509,Plasmacytoid DC
IRF8,22,0.7923807,Plasmacytoid DC
IRF8,23,0.8363389,Plasmacytoid DC
IRF8,24,0.63765574,Plasmacytoid DC
IRF8,25,-0.64977485,Plasmacytoid DC
IRF8,26,1.1162629,Plasmacytoid DC
IRF8,27,0.5304021,Plasmacytoid DC
IRF8,28,0.27231416,Plasmacytoid DC
IRF8,29,1.029083,Plasmacytoid DC
IRF8,30,0.96619844,Plasmacytoid DC
IRF8,31,-0.15062732,Plasmacytoid DC
IRF8,32,0.54952884,Plasmacytoid DC
IRF8,33,0.99794716,Plasmacytoid DC
IRF8,34,0.7855375,Plasmacytoid DC
IRF8,35,1.2285779,Plasmacytoid DC
IRF8,36,1.2409068,Plasmacytoid DC
IRF8,37,1.4428831,Plasmacytoid DC
IRF8,38,1.2853563,Plasmacytoid DC
IRF8,39,1.1537454,Plasmacytoid DC
TCF4,0,-0.25438526,Plasmacytoid DC
TCF4,1,0.6162169,Plasmacytoid DC
TCF4,2,0.32626864,Plasmacytoid DC
TCF4,3,-0.92979944,Plasmacytoid DC
TCF4,4,0.39795026,Plasmacytoid DC
TCF4,5,-0.54091465,Plasmacytoid DC
TCF4,6,-0.9029662,Plasmacytoid DC
TCF4,7,0.38671532,Plasmacytoid DC
TCF4,8,-1.3100679,Plasmacytoid DC
TCF4,9,-0.26037973,Plasmacytoid DC
TCF4,10,-0.93586206,Plasmacytoid DC
TCF4,11,0.037321076,Plasmacytoid DC
TCF4,12,-0.5462798,Plasmacytoid DC
TCF4,13,1.370266,Plasmacytoid DC
TCF4,14,-1.2028471,Plasmacytoid DC
TCF4,15,-2.482294,Plasmacytoid DC
TCF4,16,-0.061013546,Plasmacytoid DC
TCF4,17,-1.2958335,Plasmacytoid DC
TCF4,18,0.45871776,Plasmacytoid DC
TCF4,19,0.60871375,Plasmacytoid DC
TCF4,20,-1.0056461,Plasmacytoid DC
TCF4,21,-0.18488204,Plasmacytoid DC
TCF4,22,0.7056141,Plasmacytoid DC
TCF4,23,1.0198286,Plasmacytoid DC
TCF4,24,1.0121865,Plasmacytoid DC
TCF4,25,-0.3218414,Plasmacytoid DC
TCF4,26,1.403562,Plasmacytoid DC
TCF4,27,0.62554824,Plasmacytoid DC
TCF4,28,-1.4570141,Plasmacytoid DC
TCF4,29,1.5701873,Plasmacytoid DC
